year,team,conference,passing_usage,rushing_usage,usages
2017,Kentucky,SEC,0.997,0.392,0.654
2017,Louisiana,Sun Belt,0.019,0.315,0.252
2017,Louisiana Monroe,Sun Belt,1.0,0.986,0.905
2017,Louisiana Tech,Conference USA,0.004,0.783,0.331
2017,Louisville,ACC,0.933,0.672,0.699
2017,LSU,SEC,0.898,0.7,0.685
2017,Marshall,Conference USA,1.0,0.989,0.74
2017,Maryland,Big Ten,0.311,0.554,0.422
2017,Memphis,American Athletic,0.935,0.921,0.9
2017,Miami,ACC,0.013,0.558,0.324
2017,Miami (OH),Mid-American,0.85,0.883,0.854
2017,Michigan,Big Ten,0.972,0.569,0.619
2017,Michigan State,Big Ten,0.269,0.795,0.441
2017,Middle Tennessee,Conference USA,0.99,0.367,0.724
2017,Minnesota,Big Ten,0.053,0.802,0.511
2017,Mississippi State,SEC,0.872,0.756,0.758
2017,Missouri,SEC,0.974,0.836,0.881
2017,Navy,American Athletic,0.25,0.313,0.295
2017,NC State,ACC,1.0,0.444,0.72
2017,Nebraska,Big Ten,0.017,0.349,0.241
2017,Nevada,Mountain West,0.43,0.307,0.382
2017,New Mexico,Mountain West,0.429,0.679,0.615
2017,New Mexico State,Sun Belt,0.991,0.659,0.835
2017,North Carolina,ACC,0.029,0.063,0.127
2017,Northern Illinois,Mid-American,0.406,0.399,0.399
2017,North Texas,Conference USA,0.607,0.498,0.477
2017,Northwestern,Big Ten,0.992,0.991,0.872
2017,Notre Dame,FBS Independents,0.012,0.501,0.388
2017,Ohio,Mid-American,0.372,0.714,0.51
2017,Ohio State,Big Ten,0.979,0.79,0.766
2017,Oklahoma,Big 12,0.975,0.26,0.526
2017,Oklahoma State,Big 12,0.99,0.601,0.762
2017,Old Dominion,Conference USA,0.06,0.845,0.536
2017,Ole Miss,SEC,0.331,0.414,0.369
2017,Oregon,Pac-12,0.627,0.87,0.658
2017,Oregon State,Pac-12,0.541,0.721,0.636
2017,Penn State,Big Ten,0.993,0.996,0.925
2017,Pittsburgh,ACC,0.022,0.452,0.365
2017,Purdue,Big Ten,0.983,0.93,0.779
2017,Rice,Conference USA,0.164,0.427,0.313
2017,Rutgers,Big Ten,0.537,0.582,0.532
2017,San Diego State,Mountain West,0.992,0.407,0.609
2017,San José State,Mountain West,0.175,0.293,0.325
2017,SMU,American Athletic,0.934,0.919,0.891
2017,South Alabama,Sun Belt,0.989,0.596,0.628
2017,South Carolina,SEC,0.49,0.686,0.695
2017,Southern Mississippi,Conference USA,0.123,0.893,0.578
2017,South Florida,American Athletic,0.991,0.645,0.731
2017,Stanford,Pac-12,1.0,0.455,0.65
2017,Syracuse,ACC,0.949,0.911,0.805
2017,TCU,Big 12,0.89,0.783,0.872
2017,Temple,American Athletic,0.025,0.53,0.429
2017,Tennessee,SEC,0.048,0.247,0.247
2017,Texas,Big 12,0.974,0.326,0.639
2017,Texas A&M,SEC,0.235,0.744,0.466
2017,Texas State,Sun Belt,0.004,0.085,0.238
2017,Texas Tech,Big 12,0.1,0.66,0.402
2017,Toledo,Mid-American,0.995,0.362,0.606
2017,Troy,Sun Belt,1.0,0.997,0.986
2017,Tulane,American Athletic,1.0,0.795,0.862
2017,Tulsa,American Athletic,0.009,0.46,0.299
2017,UCF,American Athletic,0.738,0.582,0.684
2017,UCLA,Pac-12,0.48,0.932,0.67
2017,UMass,FBS Independents,0.996,0.833,0.848
2017,UNLV,Mountain West,0.693,0.789,0.773
2017,USC,Pac-12,0.787,0.743,0.67
2017,Utah,Pac-12,1.0,0.531,0.673
2017,Utah State,Mountain West,1.0,0.772,0.744
2017,UTEP,Conference USA,0.979,0.328,0.582
2017,UT San Antonio,Conference USA,0.854,0.538,0.712
2017,Vanderbilt,SEC,0.969,0.904,0.943
2017,Virginia,ACC,0.845,0.155,0.551
2017,Virginia Tech,ACC,0.008,0.366,0.249
2017,Wake Forest,ACC,0.901,0.954,0.947
2017,Washington,Pac-12,0.986,0.977,0.872
2017,Washington State,Pac-12,0.996,0.982,0.847
2017,Western Kentucky,Conference USA,0.905,0.44,0.558
2017,Western Michigan,Mid-American,0.005,0.827,0.421
2017,West Virginia,Big 12,0.016,0.581,0.337
2017,Wisconsin,Big Ten,0.558,0.317,0.461
2017,Wyoming,Mountain West,0.997,0.242,0.465
2018,Air Force,Mountain West,0.878,0.688,0.72
2018,Akron,Mid-American,0.394,0.481,0.375
2018,Alabama,SEC,0.983,0.773,0.756
2018,Appalachian State,Sun Belt,0.034,0.709,0.455
2018,Arizona,Pac-12,0.622,0.552,0.632
2018,Arizona State,Pac-12,0.991,0.302,0.694
2018,Arkansas,SEC,0.449,0.678,0.653
2018,Arkansas State,Sun Belt,0.989,0.697,0.742
2018,Army,FBS Independents,0.364,0.659,0.63
2018,Auburn,SEC,0.995,0.401,0.704
2018,Ball State,Mid-American,0.452,0.923,0.776
2018,Baylor,Big 12,0.445,0.732,0.689
2018,Boise State,Mountain West,0.768,0.552,0.602
2018,Boston College,ACC,0.705,0.627,0.698
2018,Bowling Green,Mid-American,0.497,0.376,0.414
2018,Buffalo,Mid-American,0.745,0.95,0.811
2018,BYU,FBS Independents,0.955,0.689,0.836
2018,California,Pac-12,1.0,0.647,0.824
2018,Central Michigan,Mid-American,0.049,0.836,0.384
2018,Charlotte,Conference USA,0.904,0.85,0.78
2018,Cincinnati,American Athletic,0.973,0.655,0.765
2018,Clemson,ACC,0.852,0.866,0.779
2018,Coastal Carolina,Sun Belt,0.401,0.495,0.485
2018,Colorado,Pac-12,0.989,0.289,0.521
2018,Colorado State,Mountain West,0.0,0.404,0.232
2018,Connecticut,American Athletic,0.374,0.476,0.547
2018,Duke,ACC,0.992,0.677,0.835
2018,East Carolina,American Athletic,0.004,0.475,0.282
2018,Eastern Michigan,Mid-American,0.045,0.931,0.419
2018,Florida,SEC,0.744,0.782,0.721
2018,Florida Atlantic,Conference USA,0.013,0.619,0.458
2018,Florida International,Conference USA,0.115,0.476,0.343
2018,Florida State,ACC,0.952,0.962,0.874
2018,Fresno State,Mountain West,0.811,0.963,0.862
2018,Georgia,SEC,0.944,0.385,0.597
2018,Georgia Southern,Sun Belt,1.0,0.737,0.76
2018,Georgia State,Sun Belt,0.04,0.353,0.332
2018,Georgia Tech,ACC,0.978,0.909,0.867
2018,Hawai'i,Mountain West,0.02,0.068,0.131
2018,Houston,American Athletic,0.346,0.36,0.32
2018,Idaho,Sun Belt,0.27,0.372,0.299
2018,Illinois,Big Ten,0.005,0.518,0.368
2018,Indiana,Big Ten,0.414,0.524,0.483
2018,Iowa,Big Ten,0.989,0.23,0.598
2018,Iowa State,Big 12,0.655,0.873,0.657
2018,Kansas,Big 12,1.0,0.744,0.845
2018,Kansas State,Big 12,0.623,0.84,0.724
2018,Kent State,Mid-American,0.201,0.729,0.594
2018,Kentucky,SEC,0.017,0.823,0.471
2018,Louisiana,Sun Belt,0.487,0.727,0.703
2018,Louisiana Monroe,Sun Belt,0.847,0.801,0.81
2018,Louisiana Tech,Conference USA,1.0,0.353,0.684
2018,Louisville,ACC,0.077,0.192,0.302
2018,LSU,SEC,0.085,0.102,0.158
2018,Marshall,Conference USA,0.0,0.858,0.523
2018,Maryland,Big Ten,0.851,0.957,0.792
2018,Memphis,American Athletic,0.016,0.776,0.4
2018,Miami,ACC,0.967,0.847,0.803
2018,Miami (OH),Mid-American,0.702,0.963,0.756
2018,Michigan,Big Ten,0.31,0.664,0.561
2018,Michigan State,Big Ten,0.982,0.66,0.817
2018,Middle Tennessee,Conference USA,0.51,0.894,0.71
2018,Minnesota,Big Ten,0.0,0.658,0.491
2018,Mississippi State,SEC,0.991,0.998,0.89
2018,Missouri,SEC,1.0,0.594,0.729
2018,Navy,American Athletic,0.969,0.7,0.706
2018,NC State,ACC,0.986,0.381,0.689
2018,Nebraska,Big Ten,0.002,0.914,0.483
2018,Nevada,Mountain West,0.934,0.991,0.853
2018,New Mexico,Mountain West,0.586,0.447,0.526
2018,New Mexico State,Sun Belt,0.116,0.26,0.287
2018,North Carolina,ACC,0.814,0.931,0.831
2018,Northern Illinois,Mid-American,0.748,0.595,0.621
2018,North Texas,Conference USA,0.998,0.559,0.801
2018,Northwestern,Big Ten,0.955,0.368,0.641
2018,Notre Dame,FBS Independents,0.984,0.45,0.615
2018,Ohio,Mid-American,0.997,0.768,0.809
2018,Ohio State,Big Ten,0.156,0.617,0.525
2018,Oklahoma,Big 12,0.07,0.687,0.441
2018,Oklahoma State,Big 12,0.033,0.87,0.445
2018,Old Dominion,Conference USA,0.946,0.67,0.761
2018,Ole Miss,SEC,0.404,0.435,0.526
2018,Oregon,Pac-12,0.913,0.401,0.616
2018,Oregon State,Pac-12,0.381,0.221,0.383
2018,Penn State,Big Ten,0.982,0.448,0.631
2018,Pittsburgh,ACC,0.182,0.642,0.449
2018,Purdue,Big Ten,1.0,0.958,0.902
2018,Rice,Conference USA,0.67,0.745,0.695
2018,Rutgers,Big Ten,0.542,0.278,0.412
2018,San Diego State,Mountain West,1.0,0.419,0.564
2018,San José State,Mountain West,0.964,0.986,0.97
2018,SMU,American Athletic,0.972,0.918,0.754
2018,South Alabama,Sun Belt,0.574,0.484,0.649
2018,South Carolina,SEC,0.995,0.975,0.94
2018,Southern Mississippi,Conference USA,0.615,0.338,0.406
2018,South Florida,American Athletic,0.044,0.082,0.161
2018,Stanford,Pac-12,0.579,0.959,0.809
2018,Syracuse,ACC,0.838,0.945,0.723
2018,TCU,Big 12,0.079,0.531,0.366
2018,Temple,American Athletic,0.456,0.617,0.537
2018,Tennessee,SEC,0.602,0.457,0.537
2018,Texas,Big 12,0.996,0.822,0.824
2018,Texas A&M,SEC,0.958,0.572,0.69
2018,Texas State,Sun Belt,0.146,0.775,0.486
2018,Texas Tech,Big 12,0.091,0.423,0.224
2018,Toledo,Mid-American,0.029,0.468,0.439
2018,Troy,Sun Belt,0.034,0.249,0.237
2018,Tulane,American Athletic,0.933,0.429,0.666
2018,Tulsa,American Athletic,0.997,0.453,0.686
2018,UAB,Conference USA,1.0,0.946,0.939
2018,UCF,American Athletic,0.924,0.818,0.79
2018,UCLA,Pac-12,0.152,0.768,0.422
2018,UMass,FBS Independents,0.998,0.997,0.921
2018,UNLV,Mountain West,0.66,0.897,0.773
2018,USC,Pac-12,0.027,0.354,0.269
2018,Utah,Pac-12,0.745,0.873,0.688
2018,Utah State,Mountain West,0.525,0.477,0.56
2018,UTEP,Conference USA,0.55,0.663,0.656
2018,UT San Antonio,Conference USA,0.033,0.426,0.272
2018,Vanderbilt,SEC,0.99,0.301,0.601
2018,Virginia,ACC,0.016,0.827,0.413
2018,Virginia Tech,ACC,0.956,0.76,0.773
2018,Wake Forest,ACC,0.128,0.702,0.481
2018,Washington,Pac-12,0.962,0.776,0.774
2018,Washington State,Pac-12,0.008,0.383,0.332
2018,Western Kentucky,Conference USA,0.024,0.739,0.356
2018,Western Michigan,Mid-American,0.657,0.455,0.584
2018,West Virginia,Big 12,0.785,0.545,0.66
2018,Wisconsin,Big Ten,1.0,0.917,0.882
2018,Wyoming,Mountain West,0.225,0.732,0.608
2019,Air Force,Mountain West,0.885,0.559,0.581
2019,Akron,Mid-American,1.0,0.416,0.689
2019,Alabama,SEC,0.825,0.422,0.632
2019,Appalachian State,Sun Belt,0.923,0.793,0.839
2019,Arizona,Pac-12,0.994,0.944,0.79
2019,Arizona State,Pac-12,0.005,0.752,0.462
2019,Arkansas,SEC,0.028,0.7,0.466
2019,Arkansas State,Sun Belt,0.041,0.358,0.331
2019,Army,FBS Independents,0.959,0.48,0.542
2019,Auburn,SEC,0.02,0.803,0.447
2019,Ball State,Mid-American,0.3,0.461,0.484
2019,Baylor,Big 12,0.81,0.836,0.797
2019,Boise State,Mountain West,0.026,0.229,0.225
2019,Boston College,ACC,0.84,0.874,0.799
2019,Bowling Green,Mid-American,0.028,0.639,0.373
2019,Buffalo,Mid-American,0.025,0.726,0.353
2019,BYU,FBS Independents,0.52,0.442,0.543
2019,California,Pac-12,0.632,0.301,0.406
2019,Central Michigan,Mid-American,0.992,0.965,0.863
2019,Charlotte,Conference USA,0.9,0.905,0.829
2019,Cincinnati,American Athletic,0.863,0.945,0.861
2019,Clemson,ACC,0.882,0.641,0.752
2019,Coastal Carolina,Sun Belt,0.508,0.379,0.471
2019,Colorado,Pac-12,0.996,0.322,0.679
2019,Colorado State,Mountain West,0.423,0.421,0.396
2019,Connecticut,American Athletic,0.011,0.58,0.309
2019,Duke,ACC,0.167,0.769,0.391
2019,East Carolina,American Athletic,0.974,0.737,0.735
2019,Eastern Michigan,Mid-American,0.291,0.703,0.554
2019,Florida,SEC,0.997,0.727,0.854
2019,Florida Atlantic,Conference USA,0.827,0.164,0.48
2019,Florida International,Conference USA,0.859,0.736,0.801
2019,Florida State,ACC,0.132,0.506,0.421
2019,Fresno State,Mountain West,0.029,0.779,0.416
2019,Georgia,SEC,0.836,0.61,0.601
2019,Georgia Southern,Sun Belt,0.992,0.51,0.581
2019,Georgia State,Sun Belt,0.821,0.841,0.773
2019,Georgia Tech,ACC,0.156,0.59,0.506
2019,Hawai'i,Mountain West,0.98,0.936,0.799
2019,Houston,American Athletic,0.99,0.847,0.892
2019,Illinois,Big Ten,0.026,0.647,0.463
2019,Indiana,Big Ten,0.98,0.952,0.871
2019,Iowa,Big Ten,0.988,0.94,0.811
2019,Iowa State,Big 12,0.584,0.37,0.47
2019,Kansas,Big 12,0.178,0.931,0.504
2019,Kansas State,Big 12,0.699,0.187,0.396
2019,Kent State,Mid-American,0.998,0.711,0.84
2019,Kentucky,SEC,0.906,0.393,0.568
2019,Liberty,FBS Independents,0.983,0.872,0.872
2019,Louisiana,Sun Belt,0.175,0.896,0.593
2019,Louisiana Monroe,Sun Belt,1.0,0.607,0.692
2019,Louisiana Tech,Conference USA,1.0,0.787,0.791
2019,Louisville,ACC,0.927,0.604,0.728
2019,LSU,SEC,1.0,0.516,0.731
2019,Marshall,Conference USA,0.998,0.607,0.703
2019,Maryland,Big Ten,0.311,0.748,0.587
2019,Memphis,American Athletic,0.963,0.469,0.677
2019,Miami,ACC,0.556,0.426,0.524
2019,Miami (OH),Mid-American,0.003,0.358,0.319
2019,Michigan,Big Ten,0.986,0.374,0.618
2019,Michigan State,Big Ten,1.0,0.769,0.861
2019,Middle Tennessee,Conference USA,0.049,0.617,0.372
2019,Minnesota,Big Ten,1.0,0.988,0.993
2019,Mississippi State,SEC,0.126,0.378,0.384
2019,Missouri,SEC,0.032,0.642,0.454
2019,Navy,American Athletic,0.209,0.461,0.441
2019,NC State,ACC,0.009,0.338,0.248
2019,Nebraska,Big Ten,1.0,0.54,0.703
2019,Nevada,Mountain West,0.108,0.891,0.548
2019,New Mexico,Mountain West,0.78,0.443,0.589
2019,New Mexico State,FBS Independents,0.976,0.929,0.857
2019,North Carolina,ACC,0.05,0.627,0.423
2019,Northern Illinois,Mid-American,0.998,0.957,0.84
2019,North Texas,Conference USA,0.957,0.892,0.86
2019,Northwestern,Big Ten,0.065,0.602,0.347
2019,Notre Dame,FBS Independents,0.748,0.549,0.617
2019,Ohio,Mid-American,0.884,0.281,0.458
2019,Ohio State,Big Ten,0.015,0.483,0.324
2019,Oklahoma,Big 12,0.024,0.652,0.424
2019,Oklahoma State,Big 12,0.013,0.324,0.312
2019,Old Dominion,Conference USA,0.188,0.544,0.296
2019,Ole Miss,SEC,0.053,0.734,0.33
2019,Oregon,Pac-12,0.975,0.857,0.828
2019,Oregon State,Pac-12,0.626,0.914,0.761
2019,Penn State,Big Ten,0.029,0.129,0.198
2019,Pittsburgh,ACC,0.994,0.32,0.584
2019,Purdue,Big Ten,0.091,0.138,0.258
2019,Rice,Conference USA,0.342,0.362,0.391
2019,Rutgers,Big Ten,0.783,0.681,0.732
2019,San Diego State,Mountain West,0.711,0.967,0.788
2019,San José State,Mountain West,0.638,0.669,0.564
2019,SMU,American Athletic,0.198,0.55,0.503
2019,South Alabama,Sun Belt,0.066,0.622,0.386
2019,South Carolina,SEC,0.874,0.804,0.772
2019,Southern Mississippi,Conference USA,0.995,0.822,0.916
2019,South Florida,American Athletic,0.789,0.838,0.732
2019,Stanford,Pac-12,1.0,0.535,0.643
2019,Syracuse,ACC,0.223,0.498,0.434
2019,TCU,Big 12,0.338,0.79,0.595
2019,Temple,American Athletic,0.825,0.349,0.585
2019,Tennessee,SEC,0.837,0.875,0.871
2019,Texas,Big 12,0.894,0.62,0.684
2019,Texas A&M,SEC,0.947,0.385,0.667
2019,Texas State,Sun Belt,0.613,0.702,0.643
2019,Texas Tech,Big 12,0.899,0.516,0.626
2019,Toledo,Mid-American,1.0,0.758,0.712
2019,Troy,Sun Belt,0.39,0.788,0.518
2019,Tulane,American Athletic,0.498,0.882,0.689
2019,Tulsa,American Athletic,0.636,0.863,0.744
2019,UAB,Conference USA,0.397,0.78,0.546
2019,UCF,American Athletic,0.993,0.867,0.87
2019,UCLA,Pac-12,0.44,0.838,0.65
2019,UMass,FBS Independents,0.094,0.148,0.225
2019,UNLV,Mountain West,1.0,0.387,0.696
2019,USC,Pac-12,0.93,0.656,0.845
2019,Utah,Pac-12,0.998,0.758,0.87
2019,Utah State,Mountain West,0.996,0.443,0.595
2019,UTEP,Conference USA,0.785,0.915,0.68
2019,UT San Antonio,Conference USA,0.681,0.614,0.627
2019,Vanderbilt,SEC,0.016,0.655,0.476
2019,Virginia,ACC,0.997,0.499,0.668
2019,Virginia Tech,ACC,0.86,0.623,0.707
2019,Wake Forest,ACC,0.996,0.734,0.759
2019,Washington,Pac-12,0.007,0.387,0.387
2019,Washington State,Pac-12,0.023,0.29,0.316
2019,Western Kentucky,Conference USA,0.765,0.777,0.783
2019,Western Michigan,Mid-American,1.0,0.531,0.668
2019,West Virginia,Big 12,0.117,0.931,0.476
2019,Wisconsin,Big Ten,0.26,0.739,0.652
2019,Wyoming,Mountain West,0.997,0.402,0.608
2020,Air Force,Mountain West,0.0,0.0,0.0
2020,Akron,Mid-American,0.93,0.588,0.811
2020,Alabama,SEC,0.368,0.877,0.593
2020,Appalachian State,Sun Belt,0.992,0.557,0.757
2020,Arizona,Pac-12,0.373,0.458,0.516
2020,Arizona State,Pac-12,0.893,0.278,0.511
2020,Arkansas,SEC,0.222,0.726,0.505
2020,Arkansas State,Sun Belt,0.988,0.929,0.8
2020,Army,FBS Independents,0.4,0.498,0.515
2020,Auburn,SEC,0.98,0.496,0.71
2020,Ball State,Mid-American,1.0,0.707,0.776
2020,Baylor,Big 12,0.994,0.755,0.781
2020,Boise State,Mountain West,0.688,0.861,0.73
2020,Boston College,ACC,0.559,0.438,0.514
2020,Bowling Green,Mid-American,0.394,0.808,0.723
2020,Buffalo,Mid-American,1.0,1.0,1.0
2020,BYU,FBS Independents,0.963,0.689,0.728
2020,California,Pac-12,0.081,0.01,0.067
2020,Central Michigan,Mid-American,1.0,0.641,0.862
2020,Charlotte,Conference USA,0.91,0.466,0.696
2020,Cincinnati,American Athletic,0.993,0.464,0.612
2020,Clemson,ACC,0.833,0.972,0.849
2020,Coastal Carolina,Sun Belt,1.0,0.819,0.82
2020,Colorado,Pac-12,0.007,0.815,0.443
2020,Colorado State,Mountain West,0.785,0.639,0.751
2020,Connecticut,American Athletic,0.778,0.67,0.715
2020,Duke,ACC,0.047,0.667,0.476
2020,East Carolina,American Athletic,1.0,1.0,1.0
2020,Eastern Michigan,Mid-American,0.15,0.222,0.297
2020,Florida,SEC,0.845,0.559,0.631
2020,Florida Atlantic,Conference USA,0.061,0.8,0.385
2020,Florida International,Conference USA,0.072,0.261,0.233
2020,Florida State,ACC,0.689,0.271,0.527
2020,Fresno State,Mountain West,0.018,0.574,0.403
2020,Georgia,SEC,0.07,0.318,0.304
2020,Georgia Southern,Sun Belt,0.995,1.0,0.966
2020,Georgia State,Sun Belt,0.083,0.279,0.361
2020,Georgia Tech,ACC,0.861,0.934,0.888
2020,Hawai'i,Mountain West,0.198,0.774,0.497
2020,Houston,American Athletic,0.651,0.738,0.757
2020,Illinois,Big Ten,1.0,0.409,0.711
2020,Indiana,Big Ten,0.349,0.738,0.594
2020,Iowa,Big Ten,0.025,0.665,0.522
2020,Iowa State,Big 12,0.984,0.885,0.817
2020,Kansas,Big 12,0.002,0.66,0.439
2020,Kansas State,Big 12,0.988,0.514,0.684
2020,Kent State,Mid-American,0.995,0.567,0.701
2020,Kentucky,SEC,0.695,0.665,0.657
2020,Liberty,FBS Independents,0.017,0.448,0.302
2020,Louisiana,Sun Belt,0.988,0.763,0.783
2020,Louisiana Monroe,Sun Belt,0.052,0.551,0.396
2020,Louisiana Tech,Conference USA,0.195,0.651,0.53
2020,Louisville,ACC,0.997,1.0,0.961
2020,LSU,SEC,0.083,0.328,0.273
2020,Marshall,Conference USA,0.008,0.771,0.491
2020,Maryland,Big Ten,0.665,0.318,0.501
2020,Memphis,American Athletic,0.994,0.75,0.78
2020,Miami,ACC,0.362,0.533,0.476
2020,Miami (OH),Mid-American,0.938,0.881,0.859
2020,Michigan,Big Ten,0.044,0.147,0.115
2020,Michigan State,Big Ten,0.05,0.724,0.396
2020,Middle Tennessee,Conference USA,1.0,0.836,0.833
2020,Minnesota,Big Ten,0.997,0.414,0.632
2020,Mississippi State,SEC,0.486,0.738,0.585
2020,Missouri,SEC,0.226,0.794,0.519
2020,Navy,American Athletic,0.145,0.578,0.553
2020,NC State,ACC,0.517,0.861,0.712
2020,Nebraska,Big Ten,0.817,0.794,0.729
2020,Nevada,Mountain West,0.757,0.724,0.706
2020,New Mexico,Mountain West,0.771,0.602,0.71
2020,New Mexico State,FBS Independents,0.002,0.026,0.094
2020,North Carolina,ACC,0.991,0.9,0.95
2020,Northern Illinois,Mid-American,0.779,0.262,0.543
2020,North Texas,Conference USA,0.084,0.774,0.508
2020,Northwestern,Big Ten,1.0,0.97,0.969
2020,Notre Dame,FBS Independents,0.951,0.602,0.64
2020,Ohio,Mid-American,0.008,0.725,0.566
2020,Ohio State,Big Ten,0.888,0.503,0.615
2020,Oklahoma,Big 12,0.101,0.485,0.372
2020,Oklahoma State,Big 12,0.702,0.949,0.856
2020,Old Dominion,Conference USA,0.998,0.411,0.722
2020,Ole Miss,SEC,1.0,0.762,0.853
2020,Oregon,Pac-12,0.034,0.86,0.541
2020,Oregon State,Pac-12,0.139,0.561,0.366
2020,Penn State,Big Ten,1.0,0.857,0.819
2020,Pittsburgh,ACC,0.994,0.814,0.782
2020,Purdue,Big Ten,1.0,1.0,0.933
2020,Rice,Conference USA,0.507,0.247,0.529
