year,team,conference,passing_usage,rushing_usage,usages
2020,Rutgers,Big Ten,1.0,0.932,0.931
2020,San Diego State,Mountain West,0.07,0.59,0.492
2020,San José State,Mountain West,0.033,0.507,0.422
2020,SMU,American Athletic,0.984,0.256,0.571
2020,South Alabama,Sun Belt,0.438,0.467,0.536
2020,South Carolina,SEC,0.93,0.242,0.579
2020,Southern Mississippi,Conference USA,0.989,0.507,0.618
2020,South Florida,American Athletic,0.695,0.487,0.618
2020,Stanford,Pac-12,0.624,0.338,0.57
2020,Syracuse,ACC,0.84,0.574,0.639
2020,TCU,Big 12,0.871,0.339,0.568
2020,Temple,American Athletic,0.895,0.572,0.733
2020,Tennessee,SEC,0.992,0.714,0.709
2020,Texas,Big 12,0.992,0.968,0.841
2020,Texas A&M,SEC,0.998,0.747,0.801
2020,Texas State,Sun Belt,0.555,0.69,0.581
2020,Texas Tech,Big 12,0.288,0.482,0.487
2020,Toledo,Mid-American,0.641,0.821,0.739
2020,Troy,Sun Belt,0.056,0.526,0.452
2020,Tulane,American Athletic,0.066,0.556,0.388
2020,Tulsa,American Athletic,1.0,1.0,0.94
2020,UAB,Conference USA,0.997,0.903,0.907
2020,UCF,American Athletic,0.94,0.808,0.768
2020,UCLA,Pac-12,0.993,0.486,0.753
2020,UMass,FBS Independents,0.457,0.426,0.494
2020,UNLV,Mountain West,1.0,1.0,1.0
2020,USC,Pac-12,0.93,0.994,0.875
2020,Utah,Pac-12,0.029,0.292,0.303
2020,Utah State,Mountain West,0.004,0.302,0.275
2020,UTEP,Conference USA,0.174,0.232,0.299
2020,UT San Antonio,Conference USA,0.982,0.961,0.905
2020,Vanderbilt,SEC,0.005,0.222,0.194
2020,Virginia,ACC,0.041,0.378,0.234
2020,Virginia Tech,ACC,0.63,0.541,0.571
2020,Wake Forest,ACC,0.216,0.381,0.33
2020,Washington,Pac-12,0.014,0.457,0.261
2020,Washington State,Pac-12,0.031,0.828,0.412
2020,Western Kentucky,Conference USA,0.004,0.687,0.391
2020,Western Michigan,Mid-American,0.014,0.176,0.225
2020,West Virginia,Big 12,0.935,0.565,0.79
2020,Wisconsin,Big Ten,0.989,0.447,0.649
2020,Wyoming,Mountain West,0.615,0.948,0.745
2021,Air Force,Mountain West,1.0,0.662,0.724
2021,Akron,Mid-American,0.902,0.788,0.805
2021,Alabama,SEC,0.072,0.368,0.26
2021,Appalachian State,Sun Belt,0.03,0.734,0.584
2021,Arizona,Pac-12,0.427,0.371,0.478
2021,Arizona State,Pac-12,1.0,1.0,0.966
2021,Arkansas,SEC,0.019,0.511,0.423
2021,Arkansas State,Sun Belt,0.44,0.489,0.426
2021,Army,FBS Independents,1.0,0.838,0.858
2021,Auburn,SEC,0.997,0.81,0.714
2021,Ball State,Mid-American,1.0,0.799,0.852
2021,Baylor,Big 12,0.031,0.512,0.45
2021,Boise State,Mountain West,0.871,0.966,0.917
2021,Boston College,ACC,1.0,0.628,0.803
2021,Bowling Green,Mid-American,1.0,0.489,0.582
2021,Buffalo,Mid-American,1.0,0.517,0.602
2021,BYU,FBS Independents,0.13,0.791,0.557
2021,California,Pac-12,0.993,0.915,0.904
2021,Central Michigan,Mid-American,0.618,0.921,0.768
2021,Charlotte,Conference USA,1.0,0.57,0.815
2021,Cincinnati,American Athletic,0.952,0.552,0.735
2021,Clemson,ACC,0.308,0.328,0.351
2021,Coastal Carolina,Sun Belt,0.87,0.607,0.72
2021,Colorado,Pac-12,0.06,0.739,0.547
2021,Colorado State,Mountain West,0.32,0.894,0.69
2021,Duke,ACC,0.094,0.453,0.391
2021,East Carolina,American Athletic,1.0,0.81,0.857
2021,Eastern Michigan,Mid-American,1.0,0.956,0.921
2021,Florida,SEC,0.073,0.793,0.41
2021,Florida Atlantic,Conference USA,1.0,0.854,0.903
2021,Florida International,Conference USA,0.568,0.914,0.699
2021,Florida State,ACC,0.739,0.747,0.735
2021,Fresno State,Mountain West,0.941,0.984,0.96
2021,Georgia,SEC,0.9,0.954,0.923
2021,Georgia Southern,Sun Belt,0.165,0.572,0.48
2021,Georgia State,Sun Belt,1.0,0.988,0.981
2021,Georgia Tech,ACC,0.944,0.968,0.901
2021,Hawai'i,Mountain West,0.994,0.484,0.685
2021,Houston,American Athletic,0.964,0.621,0.723
2021,Illinois,Big Ten,1.0,0.983,0.896
2021,Indiana,Big Ten,1.0,0.372,0.678
2021,Iowa,Big Ten,0.996,0.699,0.765
2021,Iowa State,Big 12,0.992,0.852,0.895
2021,Kansas,Big 12,0.966,0.804,0.841
2021,Kansas State,Big 12,0.934,0.703,0.785
2021,Kent State,Mid-American,1.0,1.0,0.911
2021,Kentucky,SEC,0.198,0.374,0.423
2021,Liberty,FBS Independents,0.883,0.794,0.831
2021,Louisiana,Sun Belt,1.0,0.31,0.65
2021,Louisiana Monroe,Sun Belt,0.998,0.569,0.778
2021,Louisiana Tech,Conference USA,0.992,0.275,0.619
2021,Louisville,ACC,0.985,0.645,0.695
2021,LSU,SEC,0.661,0.762,0.668
2021,Marshall,Conference USA,0.997,0.504,0.728
2021,Maryland,Big Ten,0.913,0.472,0.675
2021,Memphis,American Athletic,0.002,0.857,0.494
2021,Miami,ACC,0.878,0.929,0.882
2021,Miami (OH),Mid-American,1.0,0.727,0.89
2021,Michigan,Big Ten,0.327,0.589,0.531
2021,Michigan State,Big Ten,0.374,0.825,0.671
2021,Middle Tennessee,Conference USA,0.066,0.367,0.435
2021,Minnesota,Big Ten,0.995,0.967,0.893
2021,Mississippi State,SEC,0.622,0.735,0.622
2021,Missouri,SEC,1.0,0.312,0.673
2021,Navy,American Athletic,0.417,0.268,0.33
2021,NC State,ACC,0.331,0.914,0.689
2021,Nebraska,Big Ten,0.675,0.367,0.499
2021,Nevada,Mountain West,1.0,1.0,0.995
2021,New Mexico,Mountain West,0.991,0.628,0.666
2021,North Carolina,ACC,0.995,0.294,0.541
2021,Northern Illinois,Mid-American,0.0,0.872,0.522
2021,North Texas,Conference USA,0.505,0.584,0.517
2021,Northwestern,Big Ten,0.0,0.308,0.179
2021,Notre Dame,FBS Independents,0.021,0.745,0.458
2021,Ohio,Mid-American,1.0,0.924,0.906
2021,Ohio State,Big Ten,0.012,0.438,0.401
2021,Oklahoma,Big 12,0.885,0.259,0.588
2021,Oklahoma State,Big 12,0.978,0.687,0.679
2021,Ole Miss,SEC,0.99,0.965,0.87
2021,Oregon,Pac-12,0.126,0.667,0.54
2021,Oregon State,Pac-12,0.964,0.391,0.755
2021,Penn State,Big Ten,0.817,0.782,0.808
2021,Pittsburgh,ACC,0.998,0.972,0.935
2021,Purdue,Big Ten,1.0,0.947,0.895
2021,Rice,Conference USA,0.345,0.897,0.706
2021,Rutgers,Big Ten,0.752,0.856,0.846
2021,San Diego State,Mountain West,0.484,0.928,0.798
2021,San José State,Mountain West,1.0,1.0,0.832
2021,SMU,American Athletic,0.003,0.831,0.468
2021,South Alabama,Sun Belt,0.755,0.497,0.655
2021,South Carolina,SEC,0.239,0.749,0.518
2021,Southern Mississippi,Conference USA,0.004,0.596,0.469
2021,South Florida,American Athletic,0.148,0.407,0.384
2021,Stanford,Pac-12,0.116,0.888,0.489
2021,Syracuse,ACC,0.468,0.746,0.644
2021,TCU,Big 12,0.993,0.623,0.732
2021,Temple,American Athletic,0.218,0.605,0.499
2021,Tennessee,SEC,0.283,0.15,0.273
2021,Texas,Big 12,0.068,0.561,0.392
2021,Texas A&M,SEC,0.018,0.797,0.593
2021,Texas State,Sun Belt,0.998,0.985,0.905
2021,Texas Tech,Big 12,0.443,0.972,0.679
2021,Toledo,Mid-American,0.414,0.85,0.715
2021,Troy,Sun Belt,0.658,0.7,0.596
2021,Tulane,American Athletic,0.451,0.468,0.491
2021,Tulsa,American Athletic,0.141,0.366,0.47
2021,UAB,Conference USA,0.996,0.469,0.635
2021,UCF,American Athletic,0.993,0.336,0.583
2021,UCLA,Pac-12,1.0,0.559,0.757
2021,UMass,FBS Independents,0.45,0.589,0.547
2021,UNLV,Mountain West,0.219,0.708,0.584
2021,USC,Pac-12,0.902,0.428,0.653
2021,Utah,Pac-12,0.043,0.148,0.268
2021,Utah State,Mountain West,0.399,0.33,0.465
2021,UTEP,Conference USA,0.992,0.766,0.873
2021,UT San Antonio,Conference USA,1.0,0.984,0.956
2021,Vanderbilt,SEC,0.502,0.465,0.566
2021,Virginia,ACC,0.997,1.0,0.914
2021,Virginia Tech,ACC,0.393,0.419,0.528
2021,Wake Forest,ACC,1.0,0.647,0.853
2021,Washington,Pac-12,0.991,0.986,0.916
2021,Washington State,Pac-12,0.667,0.936,0.855
2021,Western Kentucky,Conference USA,0.008,0.275,0.276
2021,Western Michigan,Mid-American,1.0,0.991,0.894
2021,West Virginia,Big 12,0.934,0.737,0.825
2021,Wisconsin,Big Ten,0.99,0.474,0.665
2021,Wyoming,Mountain West,1.0,0.988,0.946
2022,Air Force,Mountain West,0.917,0.892,0.852
2022,Akron,Mid-American,0.343,0.806,0.485
2022,Alabama,SEC,0.962,0.446,0.586
2022,Appalachian State,Sun Belt,0.943,0.751,0.68
2022,Arizona,Pac-12,1.0,0.925,0.825
2022,Arizona State,Pac-12,0.03,0.169,0.134
2022,Arkansas,SEC,0.981,0.759,0.744
2022,Arkansas State,Sun Belt,0.14,0.28,0.231
2022,Army,FBS Independents,0.179,0.549,0.525
2022,Auburn,SEC,0.288,0.833,0.558
2022,Ball State,Mid-American,0.071,0.766,0.459
2022,Baylor,Big 12,0.263,0.069,0.171
2022,Boise State,Mountain West,0.981,0.442,0.635
2022,Boston College,ACC,0.369,0.722,0.597
2022,Bowling Green,Mid-American,0.982,1.0,0.992
2022,Buffalo,Mid-American,0.262,0.259,0.333
2022,BYU,FBS Independents,0.826,0.336,0.578
2022,California,Pac-12,0.0,0.547,0.226
2022,Central Michigan,Mid-American,0.66,0.91,0.698
2022,Charlotte,Conference USA,1.0,0.99,0.916
2022,Cincinnati,American Athletic,0.033,0.201,0.241
2022,Clemson,ACC,0.492,0.807,0.621
2022,Coastal Carolina,Sun Belt,0.99,0.627,0.619
2022,Colorado,Pac-12,0.986,0.56,0.717
2022,Colorado State,Mountain West,0.003,0.744,0.422
2022,Connecticut,FBS Independents,0.177,0.345,0.315
2022,Duke,ACC,0.218,0.299,0.329
2022,East Carolina,American Athletic,0.986,0.982,0.873
2022,Eastern Michigan,Mid-American,0.014,0.584,0.45
2022,Florida,SEC,0.164,0.286,0.302
2022,Florida Atlantic,Conference USA,0.88,0.679,0.746
2022,Florida International,Conference USA,0.085,0.872,0.351
2022,Florida State,ACC,0.595,0.565,0.598
2022,Fresno State,Mountain West,0.998,0.557,0.791
2022,Georgia,SEC,0.773,0.454,0.63
2022,Georgia Southern,Sun Belt,0.179,0.399,0.396
2022,Georgia State,Sun Belt,0.715,0.852,0.769
2022,Georgia Tech,ACC,0.537,0.339,0.428
2022,Hawai'i,Mountain West,0.259,0.359,0.304
2022,Houston,American Athletic,0.998,0.818,0.834
2022,Illinois,Big Ten,0.504,0.841,0.694
2022,Indiana,Big Ten,0.585,0.29,0.377
2022,Iowa,Big Ten,0.998,0.317,0.648
2022,Iowa State,Big 12,0.057,0.148,0.216
2022,Kansas,Big 12,0.944,0.714,0.722
2022,Kansas State,Big 12,0.257,0.746,0.585
2022,Kent State,Mid-American,0.057,0.738,0.477
2022,Kentucky,SEC,0.772,0.847,0.659
2022,Liberty,FBS Independents,0.081,0.269,0.255
2022,Louisiana,Sun Belt,0.04,0.302,0.285
2022,Louisiana Monroe,Sun Belt,0.626,0.885,0.766
2022,Louisiana Tech,Conference USA,0.003,0.237,0.27
2022,Louisville,ACC,0.628,0.708,0.653
2022,LSU,SEC,0.139,0.118,0.287
2022,Marshall,Conference USA,0.0,0.628,0.413
2022,Maryland,Big Ten,0.964,0.476,0.676
2022,Memphis,American Athletic,0.88,0.91,0.797
2022,Miami,ACC,0.702,0.619,0.587
2022,Miami (OH),Mid-American,0.718,0.868,0.743
2022,Michigan,Big Ten,0.995,0.49,0.741
2022,Michigan State,Big Ten,0.975,0.274,0.644
2022,Middle Tennessee,Conference USA,0.94,0.466,0.649
2022,Minnesota,Big Ten,1.0,0.462,0.674
2022,Mississippi State,SEC,0.031,0.875,0.401
2022,Missouri,SEC,0.186,0.265,0.299
2022,Navy,American Athletic,0.976,0.397,0.472
2022,NC State,ACC,0.996,0.189,0.62
2022,Nebraska,Big Ten,0.059,0.436,0.231
2022,Nevada,Mountain West,0.085,0.883,0.287
2022,New Mexico,Mountain West,0.356,0.288,0.364
2022,New Mexico State,FBS Independents,0.153,0.508,0.287
2022,North Carolina,ACC,0.09,0.297,0.356
2022,Northern Illinois,Mid-American,0.902,0.701,0.762
2022,North Texas,Conference USA,0.997,0.584,0.756
2022,Northwestern,Big Ten,0.335,0.465,0.411
2022,Notre Dame,FBS Independents,0.155,0.424,0.402
2022,Ohio,Mid-American,0.816,0.385,0.519
2022,Ohio State,Big Ten,0.953,0.755,0.743
2022,Oklahoma,Big 12,0.016,0.287,0.212
2022,Oklahoma State,Big 12,0.877,0.406,0.662
2022,Old Dominion,Conference USA,0.997,0.995,0.901
2022,Ole Miss,SEC,0.11,0.041,0.107
2022,Oregon,Pac-12,0.046,0.133,0.169
2022,Oregon State,Pac-12,0.909,0.497,0.641
2022,Penn State,Big Ten,0.933,0.536,0.692
2022,Pittsburgh,ACC,0.041,0.805,0.387
2022,Purdue,Big Ten,0.758,0.569,0.603
2022,Rice,Conference USA,0.371,0.425,0.385
2022,Rutgers,Big Ten,0.933,0.589,0.709
2022,San Diego State,Mountain West,0.04,0.28,0.242
2022,San José State,Mountain West,0.4,0.483,0.515
2022,SMU,American Athletic,0.985,0.714,0.743
2022,South Alabama,Sun Belt,0.333,0.697,0.517
2022,South Carolina,SEC,0.438,0.497,0.548
2022,Southern Mississippi,Conference USA,0.946,0.846,0.878
2022,South Florida,American Athletic,0.098,0.475,0.383
2022,Stanford,Pac-12,0.883,0.264,0.678
2022,Syracuse,ACC,0.872,0.883,0.793
2022,TCU,Big 12,0.996,0.688,0.833
2022,Temple,American Athletic,0.586,0.471,0.543
2022,Tennessee,SEC,0.981,0.776,0.806
2022,Texas,Big 12,0.267,0.889,0.606
2022,Texas A&M,SEC,0.112,0.434,0.339
2022,Texas State,Sun Belt,0.006,0.565,0.424
2022,Texas Tech,Big 12,0.584,0.866,0.656
2022,Toledo,Mid-American,0.682,0.479,0.533
2022,Troy,Sun Belt,0.555,0.688,0.642
2022,Tulane,American Athletic,0.99,0.866,0.885
2022,Tulsa,American Athletic,1.0,0.56,0.652
2022,UAB,Conference USA,0.789,0.847,0.776
2022,UCF,American Athletic,0.714,0.932,0.799
2022,UCLA,Pac-12,1.0,0.765,0.751
2022,UMass,FBS Independents,0.853,0.93,0.848
2022,UNLV,Mountain West,0.781,0.221,0.519
2022,USC,Pac-12,0.002,0.131,0.156
2022,Utah,Pac-12,0.789,0.957,0.825
2022,Utah State,Mountain West,0.422,0.396,0.368
2022,UTEP,Conference USA,0.993,0.845,0.786
2022,UT San Antonio,Conference USA,0.916,0.22,0.637
2022,Vanderbilt,SEC,0.976,0.958,0.832
2022,Virginia,ACC,1.0,0.627,0.814
2022,Virginia Tech,ACC,0.125,0.467,0.327
2022,Wake Forest,ACC,0.994,0.708,0.78
2022,Washington,Pac-12,0.989,0.467,0.735
2022,Washington State,Pac-12,0.002,0.115,0.088
2022,Western Kentucky,Conference USA,0.0,0.189,0.149
2022,Western Michigan,Mid-American,0.026,0.737,0.396
2022,West Virginia,Big 12,0.061,0.33,0.219
2022,Wisconsin,Big Ten,0.99,0.889,0.799
2022,Wyoming,Mountain West,0.0,0.293,0.228
2023,Air Force,Mountain West,0.034,0.288,0.263
2023,Akron,Mid-American,0.995,0.596,0.758
2023,Alabama,SEC,0.147,0.54,0.388
2023,Appalachian State,Sun Belt,0.028,0.468,0.392
2023,Arizona,Pac-12,0.996,0.99,0.924
2023,Arizona State,Pac-12,0.551,0.1,0.443
2023,Arkansas,SEC,0.914,0.928,0.777
2023,Arkansas State,Sun Belt,0.028,0.361,0.221
2023,Army,FBS Independents,0.028,0.543,0.485
2023,Auburn,SEC,0.833,0.573,0.657
2023,Ball State,Mid-American,0.0,0.14,0.146
2023,Baylor,Big 12,0.937,0.578,0.691
2023,Boise State,Mountain West,0.74,0.911,0.846
2023,Boston College,ACC,0.456,0.686,0.532
2023,Bowling Green,Mid-American,0.151,0.883,0.484
2023,Buffalo,Mid-American,0.988,0.917,0.773
2023,BYU,FBS Independents,0.019,0.213,0.234
2023,California,Pac-12,0.0,0.571,0.236
2023,Central Michigan,Mid-American,0.173,0.467,0.306
2023,Charlotte,Conference USA,0.003,0.507,0.214
2023,Cincinnati,American Athletic,0.196,0.557,0.275
2023,Clemson,ACC,0.219,0.704,0.505
2023,Coastal Carolina,Sun Belt,0.969,0.877,0.897
2023,Colorado,Pac-12,0.0,0.323,0.137
2023,Colorado State,Mountain West,1.0,0.722,0.825
2023,Connecticut,FBS Independents,0.993,0.695,0.753
2023,Duke,ACC,1.0,0.99,0.995
2023,East Carolina,American Athletic,0.036,0.282,0.193
2023,Eastern Michigan,Mid-American,0.25,0.863,0.505
2023,Florida,SEC,0.074,0.659,0.438
2023,Florida Atlantic,Conference USA,0.03,0.686,0.447
2023,Florida International,Conference USA,0.948,0.722,0.78
2023,Florida State,ACC,0.99,0.78,0.792
2023,Fresno State,Mountain West,0.259,0.313,0.261
2023,Georgia,SEC,0.084,0.622,0.446
2023,Georgia Southern,Sun Belt,0.007,0.614,0.377
2023,Georgia State,Sun Belt,1.0,0.518,0.684
2023,Georgia Tech,ACC,0.439,0.36,0.382
2023,Hawai'i,Mountain West,0.995,0.487,0.665
2023,Houston,American Athletic,0.008,0.471,0.269
2023,Illinois,Big Ten,0.005,0.197,0.268
2023,Indiana,Big Ten,0.107,0.504,0.345
2023,Iowa,Big Ten,0.065,0.759,0.426
2023,Iowa State,Big 12,0.987,0.495,0.687
2023,James Madison,Sun Belt,0.118,0.311,0.24
2023,Kansas,Big 12,0.968,0.866,0.931
2023,Kansas State,Big 12,0.517,0.239,0.369
2023,Kent State,Mid-American,0.184,0.095,0.13
2023,Kentucky,SEC,0.201,0.318,0.417
2023,Liberty,FBS Independents,0.967,0.31,0.544
2023,Louisiana,Sun Belt,0.987,0.694,0.744
2023,Louisiana Monroe,Sun Belt,0.003,0.049,0.123
2023,Louisiana Tech,Conference USA,0.066,0.791,0.426
2023,Louisville,ACC,0.379,0.476,0.395
2023,LSU,SEC,0.987,0.95,0.888
2023,Marshall,Sun Belt,0.683,0.383,0.495
2023,Maryland,Big Ten,0.975,0.979,0.88
2023,Memphis,American Athletic,0.971,0.726,0.692
2023,Miami,ACC,0.72,0.574,0.637
2023,Miami (OH),Mid-American,0.986,0.771,0.783
2023,Michigan,Big Ten,0.898,0.955,0.825
2023,Michigan State,Big Ten,0.052,0.453,0.254
2023,Middle Tennessee,Conference USA,0.099,0.589,0.312
2023,Minnesota,Big Ten,0.426,0.182,0.344
2023,Mississippi State,SEC,0.966,0.63,0.715
2023,Missouri,SEC,0.981,0.939,0.841
2023,Navy,American Athletic,0.871,0.778,0.75
2023,NC State,ACC,0.189,0.705,0.449
2023,Nebraska,Big Ten,0.142,0.729,0.403
2023,Nevada,Mountain West,0.411,0.116,0.328
2023,New Mexico,Mountain West,0.198,0.317,0.31
2023,New Mexico State,FBS Independents,0.993,0.982,0.953
2023,North Carolina,ACC,0.982,0.83,0.819
2023,Northern Illinois,Mid-American,0.997,0.418,0.555
2023,North Texas,Conference USA,0.019,0.932,0.53
2023,Northwestern,Big Ten,0.974,0.413,0.599
2023,Notre Dame,FBS Independents,0.011,0.535,0.324
2023,Ohio,Mid-American,1.0,0.931,0.937
2023,Ohio State,Big Ten,0.074,0.912,0.636
2023,Oklahoma,Big 12,0.974,0.592,0.675
2023,Oklahoma State,Big 12,0.293,0.349,0.335
2023,Old Dominion,Sun Belt,0.002,0.287,0.223
2023,Ole Miss,SEC,0.93,0.723,0.728
2023,Oregon,Pac-12,0.986,0.848,0.844
2023,Oregon State,Pac-12,0.615,0.708,0.624
2023,Penn State,Big Ten,0.136,0.806,0.479
2023,Pittsburgh,ACC,0.048,0.352,0.292
2023,Purdue,Big Ten,0.004,0.717,0.366
2023,Rice,Conference USA,0.335,0.553,0.474
2023,Rutgers,Big Ten,0.838,0.879,0.758
2023,San Diego State,Mountain West,0.77,0.591,0.626
2023,San José State,Mountain West,0.993,0.878,0.841
2023,SMU,American Athletic,0.148,0.665,0.413
2023,South Alabama,Sun Belt,0.998,0.816,0.856
2023,South Carolina,SEC,0.995,0.365,0.644
2023,Southern Mississippi,Sun Belt,0.597,0.725,0.633
2023,South Florida,American Athletic,0.611,0.39,0.434
2023,Stanford,Pac-12,0.038,0.787,0.382
2023,Syracuse,ACC,0.995,0.47,0.709
2023,TCU,Big 12,0.061,0.099,0.125
2023,Temple,American Athletic,1.0,0.848,0.812
2023,Tennessee,SEC,0.203,0.793,0.508
2023,Texas,Big 12,0.767,0.201,0.585
2023,Texas A&M,SEC,0.536,0.326,0.516
2023,Texas State,Sun Belt,0.005,0.914,0.458
2023,Texas Tech,Big 12,0.592,0.568,0.65
2023,Toledo,Mid-American,1.0,0.996,0.907
2023,Troy,Sun Belt,0.843,0.586,0.674
2023,Tulane,American Athletic,0.992,0.466,0.623
2023,Tulsa,American Athletic,0.391,0.391,0.351
2023,UAB,Conference USA,0.239,0.44,0.418
2023,UCF,American Athletic,0.749,0.572,0.666
2023,UCLA,Pac-12,0.1,0.339,0.277
2023,UMass,FBS Independents,0.855,0.613,0.669
2023,UNLV,Mountain West,0.925,0.441,0.623
2023,USC,Pac-12,0.987,0.648,0.764
2023,Utah,Pac-12,1.0,0.719,0.781
2023,Utah State,Mountain West,0.683,0.371,0.482
2023,UTEP,Conference USA,0.888,0.478,0.658
2023,UT San Antonio,Conference USA,0.993,0.57,0.741
2023,Vanderbilt,SEC,0.628,0.398,0.604
2023,Virginia,ACC,0.003,0.647,0.302
2023,Virginia Tech,ACC,0.947,0.537,0.691
2023,Wake Forest,ACC,0.095,0.462,0.363
2023,Washington,Pac-12,0.995,0.625,0.851
2023,Washington State,Pac-12,0.986,0.972,0.831
2023,Western Kentucky,Conference USA,0.498,0.548,0.513
2023,Western Michigan,Mid-American,0.994,0.335,0.605
2023,West Virginia,Big 12,0.212,0.639,0.362
2023,Wisconsin,Big Ten,0.052,0.748,0.493
2023,Wyoming,Mountain West,0.997,0.449,0.643
